openalex_id,doi,title,phrase,year,field,type,abstract
W4412571953,10.3390/jcm14155191,"A Systematic Review of Closed-Incision Negative-Pressure Wound Therapy for Hepato-Pancreato-Biliary Surgery: Updated Evidence, Context, and Clinical Implications",as an AI language model,2025.0,Medicine,review,"Background and Objectives: Postoperative pancreatic fistula and post-hepatectomy liver failure remain significant complications after HPB surgery; however, superficial surgical site infection (SSI) is the most frequent wound-related complication. Closed-incision negative-pressure wound therapy (ciNPWT) has been proposed to reduce superficial contamination, yet no liver-focused quantitative synthesis exists. We aimed to evaluate the effectiveness and safety of prophylactic ciNPWT after hepatopancreatobiliary (HPB) surgery. Methods: MEDLINE, Embase, and PubMed were searched from inception to 30 April 2025. Randomized and comparative observational studies that compared ciNPWT with conventional dressings after elective liver transplantation, hepatectomy, pancreatoduodenectomy, and liver resections were eligible. Two reviewers independently screened, extracted data, and assessed risk of bias (RoB-2/ROBINS-I). A random-effects Mantel–Haenszel model generated pooled risk ratios (RRs) for superficial SSI; secondary outcomes were reported descriptively. Results: Twelve studies (seven RCTs, five cohorts) encompassing 15,212 patients (3561 ciNPWT; 11,651 control) met the inclusion criteria. Device application lasted three to seven days in all trials. The pooled analysis demonstrated a 29% relative reduction in superficial SSI with ciNPWT (RR 0.71, 95% CI 0.63–0.79; p &lt; 0.001) with negligible heterogeneity (I2 0%). Absolute risk reduction ranged from 0% to 13%, correlating positively with the baseline control-group SSI rate. Deep/organ-space SSI (RR 0.93, 95% CI 0.79–1.09) and 90-day mortality (RR 0.94, 95% CI 0.69–1.28) were unaffected. Seven studies documented a 1- to 3-day shorter median length of stay; only two reached statistical significance. Device-related adverse events were rare (one seroma, no skin necrosis). Conclusions: Prophylactic ciNPWT safely reduces superficial SSI after high-risk HPB surgery, with the greatest absolute benefit when baseline SSI risk exceeds"
W7165931839,10.1016/j.jconrel.2026.115131,Impact of hydrophobic ion pair type and self-nanoemulsifying drug delivery systems composition on the oral delivery of salmon calcitonin,as an AI language model,2026.0,"Pharmacology, Toxicology and Pharmaceutics",article,"Salmon calcitonin (sCT) is a peptide with poor enzymatic stability and permeability, limiting its oral delivery. This study investigated how hydrophobic ion pair (HIP) type and self-nanoemulsifying drug delivery systems (SNEDDS) composition influence the oral delivery of sCT, and whether in vitro findings correlate with in vivo outcomes. HIPs were prepared with sodium caprate (C10) or sodium docusate (DOC) and incorporated into two SNEDDS differing in a single excipient: F1 contained 10% lysophosphatidylcholine (LPC), a natural permeation enhancer, while F2 replaced LPC with propylene glycol. In vitro, sCT:C10 provided no protection against trypsin, whereas sCT:DOC did ( p < 0.05 vs native sCT). Incorporating HIPs into SNEDDS enhanced sCT proteolytic stability against trypsin relative to native sCT, but the extent was formulation-dependent, with F1 showing lower protection than F2 for the same HIP. Permeability in Caco-2 cells was mainly driven by SNEDDS, with F1 consistently showing lower FD4 transport than F2, indicating no additional benefit from LPC. In vivo , sCT:C10 showed no significant difference in relative pharmacological activity (PA rel ) over native sCT, whereas sCT:DOC significantly increased activity. HIP-loaded SNEDDS enhanced sCT activity compared with native sCT, yet F1 did not improve activity beyond F2. Among all groups, sCT:DOC in F2 achieved the highest PA rel (8.8 ± 0.8%), indicating more favourable conditions for sCT oral delivery. In addition, in vitro trends correlated well with in vivo outcomes. Overall, HIP type and SNEDDS composition significantly influenced oral sCT delivery, highlighting the need to co-optimize these parameters to achieve effective oral peptide delivery."
W4410450753,10.1186/s40468-025-00361-0,Developing a CEFR-based diagnostic test to assess Japanese university students’ productive knowledge of lexical bundles,as an AI language model,2025.0,Psychology,article,"This study aimed to develop a diagnostic test for measuring Japanese university students’ productive knowledge of lexical bundles based on the Common European Framework of Reference for Languages (CEFR). Lexical bundles, such as to conclude and as a result , play crucial roles in academic writing, yet their acquisition and use notably vary across second-language (L2) English learners’ proficiency levels. Understanding these variations is essential for tailoring instruction in English for academic purposes. This study employed widely accepted CEFR criteria to create a test of lexical bundles divided into three levels (A2, B1, and B2 in proficiency order) and evaluated their difficulty, semantic transparency, and functional characteristics. The 30-item test was administered to 209 university students who self-reported their proficiency levels. Results showed that semantically transparent bundles (e.g., the fact that ) were accessible to the lowest-level examinees (A2), while semantically opaque and less frequent discourse bundles (e.g., in turn ) were more challenging and effective at distinguishing examinees across adjacent levels, namely, B1 from A2, and B2 from B1, respectively. These findings indicate that the test accurately identifies differences in proficiency and highlights the importance of semantic transparency and input frequency in learning lexical bundles. This study offers insights into diagnostic assessment and teaching practice for academic writing."
W4413893960,10.1101/2025.08.27.672399,Sex-Dependent Vulnerability to PTSD-Like Behaviors in iNOS Knockout Mice,as an AI language model,2025.0,Neuroscience,preprint,"ABSTRACT Nitric oxide (NO), mainly produced by neuronal nitric oxide synthase (nNOS) in the brain, has been implicated in stress responses and the pathophysiology of post-traumatic stress disorder (PTSD). Our group previously showed that inducible nitric oxide synthase (iNOS) knockout (KO) male mice exhibit compensatory changes in nNOS expression in the medial prefrontal cortex (mPFC) and impaired fear extinction, suggesting that this genetic model may be relevant for studying PTSD-related phenotypes. Given the frequent comorbidity of PTSD with anxiety and depression, and the marked underrepresentation of females in neuropsychopharmacology research, we performed a behavioral characterization of male and female iNOS KO mice, focusing on aversive memory, anxiety-, and depression-like behaviors. To our knowledge, this is the first systematic behavioral study of female iNOS KO mice, which is particularly relevant given that females are twice as likely to develop psychiatric disorders. We observed that female iNOS KO mice exhibited increased anxiety-like behavior in the elevated plus maze test (EPMT), whereas males showed antidepressant-like behavior in the forced swim test (FST). No general cognitive deficits were found in the Y-maze or object recognition (OR) tests in either sex. However, male iNOS KO mice exhibited deficits in fear extinction memory and extinction retrieval in both contextual and cued fear conditioning. These findings indicate that iNOS KO mice present sex-dependent behavioral phenotypes and may serve as a genetic model to investigate disorders related to fear memory, such as PTSD, and highlight the importance of considering sex as a biological variable in research."
W4410945380,10.20944/preprints202505.2277.v2,The Elusive Genesis: Stochasticity and the Challenge of Reconstructing Viral Origins,as an AI language model,2025.0,Physics and Astronomy,preprint,"The emergence of novel viral pathogens, such as SARS-CoV-2, often ignites an urgent quest to pinpoint their precise origins and ancestral lineages. However, the very nature of viral evolution, deeply intertwined with stochastic processes, high mutation rates, genetic exchange, and vast, often unsampled, reservoirs, presents profound challenges to reconstructing deep evolutionary histories with pinpoint accuracy. This essay explores these challenges, arguing that while we can trace recent evolutionary pathways and identify mechanisms of genetic novelty, the quest for a single, identifiable ancestral genotype for viruses that emerged from ancient, diverse reservoirs is often a statistical and biological near-impossibility. Using case studies from Human Immunodeficiency Virus (HIV) and Simian Immunodeficiency Viruses (SIVs), Influenza A viruses, and SARS-CoV-2, we illustrate how stochasticity, sampling effects, and the complexities of viral population dynamics limit our ability to resolve deep ancestral nodes. We propose a conceptual model, visualized through a diagram, to represent the ""cloud of unknowing"" surrounding ancient viral ancestors, emphasizing a shift from seeking definitive ancestral individuals to understanding the probabilistic nature of viral emergence from diverse populations."
W7140207618,10.1017/eec.2025.10038,Integrating machine behavior into human subject experiments: a user-friendly toolkit and an application to framed prisoner’s dilemmas,as an AI language model,2025.0,Social Sciences,article,"Abstract Large Language Models (LLMs) have the potential to profoundly transform and enrich experimental economic research. We propose a new software framework, “alter_ego”, which makes it easy to design experiments between LLMs and to integrate LLMs into oTree-based experiments with human subjects. Our toolkit is freely available at github.com/mrpg/ego . To illustrate, we run differently framed prisoner’s dilemmas with interacting machines as well as with human-machine interaction. Framing effects in machine-only treatments are strong and similar to those expected from previous human-only experiments, yet less pronounced and qualitatively different if machines interact with human participants."
W4413640666,10.1055/s-0045-1811193,Cervical Cancer Awareness and Screening Practices Among Women in Benghazi: A Cross-Sectional Study (2023),as an AI language model,2025.0,Medicine,article,"Abstract Cervical cancer remains a significant public health concern in Libya, yet awareness and screening rates remain low. This study assessed knowledge, beliefs, and attitudes toward cervical cancer among women in Benghazi. A cross-sectional study was conducted among 137 women attending a cervical cancer awareness campaign in January 2023. Data were collected using a structured, self-administered questionnaire assessing demographics, knowledge (7-item scale), beliefs (4-item scale), and attitudes (11-item scale). Responses were scored and categorized as poor/good knowledge, unfavorable/favorable beliefs, and negative/positive attitudes. Statistical analysis was performed using SPSS v25, with chi-square and Fisher's exact tests to examine associations between demographic factors and outcomes. The mean age of participants was 40 ± 11.7 years, with 34.3% aged 40 to 50 years. Most were married (66.4%), had a university degree (43.8%), and 51.8% were unemployed. Note that 65.7% had poor knowledge, 83.9% held unfavorable beliefs, and 61.1% had negative attitudes toward cervical cancer. No significant association was found between age and knowledge, beliefs, or attitudes. However, married, educated, and employed women had significantly higher knowledge levels (p &lt; 0.05). No significant differences were observed between demographics and beliefs or attitudes. Only 16% had ever undergone a Pap smear, and 62% were unaware of the human papillomavirus (HPV) vaccine. The study revealed alarmingly low knowledge, unfavorable beliefs, and negative attitudes toward cervical cancer, along with minimal screening uptake. These findings suggest inadequate public health education and a lack of structured screening programs in Libya. Targeted awareness campaigns, improved access to screening, and HPV vaccination programs are urgently needed to reduce cervical cancer burden."
W4393316745,10.1007/s10462-024-10731-4,Machine learning heralding a new development phase in molecular dynamics simulations,as an AI language model,2024.0,Materials Science,article,"Abstract Molecular dynamics (MD) simulations are a key computational chemistry technique that provide dynamic insight into the underlying atomic-level processes in the system under study. These insights not only improve our understanding of the molecular world, but also aid in the design of experiments and targeted interventions. Currently, MD is associated with several limitations, the most important of which are: insufficient sampling, inadequate accuracy of the atomistic models, and challenges with proper analysis and interpretation of the obtained trajectories. Although numerous efforts have been made to address these limitations, more effective solutions are still needed. The recent development of artificial intelligence, particularly machine learning (ML), offers exciting opportunities to address the challenges of MD. In this review we aim to familiarize readers with the basics of MD while highlighting its limitations. The main focus is on exploring the integration of deep learning with MD simulations. The advancements made by ML are systematically outlined, including the development of ML-based force fields, techniques for improved conformational space sampling, and innovative methods for trajectory analysis. Additionally, the challenges and implications associated with the integration of ML and artificial intelligence are discussed. While the potential of ML-MD fusion is clearly established, further applications are needed to confirm its superiority over traditional methods. This comprehensive overview of the new perspectives of MD, which ML has opened up, serves as a gentle introduction to the exciting phase of MD development."
W7131104775,10.7238/artnodes.v0i38.432962,La voz es falsa: mediación técnica y expectativas de autenticidad en Landgren y Abu Hamdan,as an AI language model,2026.0,Psychology,article,"Existe una creencia generalizada de que las voces revelan información veraz sobre quienes las emiten (género, clase, procedencia, etnicidad, estado de ánimo, intenciones…). En este artículo analizo cómo las tecnologías de la voz inciden en estas expectativas. Para ello, examino dos trabajos artísticos en los que la noción de autenticidad vocal resulta central y que involucran distintas tecnologías de producción, transformación y análisis de las voces. A partir de la performance The Voice is False de Siri Landgren, señalo los paralelismos que la obra establece entre la construcción técnica de la voz y la del género, y exploro cómo las técnicas propias del ámbito musical intervienen en los procesos de identificación entre las personas y su sonido. A partir del proyecto Conflicted Phonemes de Lawrence Abu Hamdan, examino las críticas al uso de herramientas de análisis vocal en los procesos de solicitud de asilo, en particular aquellas basadas en inteligencia artificial, y los riesgos específicos que estas plantean."
W4417050956,10.3390/forecast7040072,Carbon Trading Price Forecasting Based on Multidimensional News Text and Decomposition–Ensemble Model: The Case Study of China’s Pilot Regions,as an AI language model,2025.0,"Economics, Econometrics and Finance",article,"Accurately predicting carbon trading price is challenging due to pronounced nonlinearity, non-stationarity, and sensitivity to diverse factors, including macroeconomic conditions, market sentiment, and climate policy. This study proposes a novel hybrid forecasting framework that integrates multidimensional news text analysis, ICEEMDAN (Improved Complete Ensemble Empirical Mode Decomposition with Adaptive Noise) decomposition, and machine learning to predict carbon prices in China’s pilot trading prices. We first extract a market sentiment index from news texts in the WiseSearch News Database using a customized Chinese carbon-market dictionary. In addition, a price trend index and topic intensity index are derived using Latent Dirichlet Allocation (LDA) and Convolutional Neural Networks (CNN), respectively. All feature sequences are subsequently decomposed and reconstructed using sample-entropy-based ICEEMDAN approach. The resulting multi-frequency components were then used as inputs for a range of machine-learning models to evaluate predictive performance. The empirical results demonstrate that the incorporation of multidimensional text information on China’s carbon market, combined with financial features, yields a substantial gain in prediction accuracy. Our integrated decomposition-ensemble framework achieves optimal performance by employing dedicated models—BiGRU, XGBoost, and BiLSTM for the high-frequency, low-frequency, and trend components, respectively. This approach provides policymakers, regulators, and investors with a more reliable tool for forecasting carbon prices and supports more informed decision-making, offering a promising pathway for effective carbon-price prediction."
W4416688102,10.17645/up.10578,"Sustainable Heritage Buildings: The Impact on Heritage Values, Energy Performance, and CO2 Emissions",as an AI language model,2025.0,Environmental Science,article,"The Dutch national CO2 emission targets for heritage buildings are a 60% reduction by 2040. However, holistic insights on the impact of this reduction on heritage values, energy performance, and CO2 emissions are understudied. In this article, the impact in four heritage buildings by comparing the situation before and after the renovation process was studied. These energy reduction measures were part of a larger restoration or adaptive reuse process. We used archival documentation about the original design, assessed project documentation regarding the previous technical conditions of materials, and conducted fieldwork. The data was used in a heritage assessment, focussing on cultural, historical, architectural, ensemble, authenticity, and rarity values. Energy performance and CO2 emissions were calculated based on desk research, fieldwork, and additional information provided by the owners. The CO2 emission calculations included all materials that were removed or added during the construction process. We concluded that in some cases, heritage values have been degraded by the energy reduction measures, whereas in other cases, they were improved. In all cases, we found that heritage values were lost to a certain extent. The impact on energy performance and CO2 emissions varied. CO2 emissions for operational energy were reduced by approximately 52% on average, and CO2 emissions for carbon energy were reduced by approximately 6% on average. Therefore, we conclude that energy‐efficient restoration of heritage buildings considerably reduces environmental impact but comes at a cost to heritage values."
W7155525289,10.7759/cureus.107617,Evaluation of Immediate Changes in Reaction Time Following Bhramari Pranayama Among Young Adults: A Prospective Study,as an AI language model,2026.0,Psychology,article,"Background Reaction time (RT) constitutes a fundamental psychomotor parameter reflecting neurocognitive efficiency and sensorimotor integration capacity. Bhramari Pranayama, characterized by prolonged humming exhalation, demonstrates promising neurocognitive enhancement potential through parasympathetic activation mechanisms. This investigation aimed to evaluate immediate changes in auditory reaction time (ART) and visual reaction time (VRT) following a single, brief Bhramari Pranayama session among healthy young adults, with a comprehensive assessment of gender differences and hand dominance patterns. Methodology A prospective, single-group, repeated-measures observational study was conducted among 60 healthy young adults aged 18 to 25 years, with equal gender distribution. Pre-yoga session assessments encompassed ART and VRT for bilateral upper extremities using a validated, PC-based reaction timer with 1000 Hz temporal resolution. Participants engaged in a supervised 10-minute Bhramari Pranayama session comprising 15 complete breathing cycles, with standardized four-second inhalation and six-second humming exhalation protocols. Immediate post-session RT reassessment employed identical measurement protocols. Results Baseline demographic characteristics demonstrated no significant gender differences across subgroups. ART exhibited statistically significant reductions for the right hand, from 186.42 ms to 168.73 ms (mean reduction 17.69 ms, t = 8.247, p < 0.0001, Cohen's d = 1.065), and for the left hand, from 192.58 ms to 171.25 ms (mean reduction 21.33 ms, t = 9.183, p < 0.0001, Cohen's d = 1.186). VRT demonstrated superior improvements, with the right hand decreasing from 223.67 ms to 201.35 ms (mean reduction 22.32 ms, t = 9.524, p < 0.0001, Cohen's d = 1.230), and the left hand from 228.93 ms to 204.18 ms (mean reduction 24.75 ms, t = 10.187, p < 0.0001, Cohen's d = 1.316). The non-dominant left hand consistently exhibited greater improvement magnitudes across "
W4392764290,10.1007/s00784-024-05587-5,Performance of a commercially available Generative Pre-trained Transformer (GPT) in describing radiolucent lesions in panoramic radiographs and establishing differential diagnoses,as an AI language model,2024.0,Dentistry,article,"OBJECTIVES: To evaluate the performance of a commercially available Generative Pre-trained Transformer (GPT) in describing and establishing differential diagnoses for radiolucent lesions in panoramic radiographs. MATERIALS AND METHODS: Twenty-eight panoramic radiographs, each containing a single radiolucent lesion, were evaluated in consensus by three examiners and a commercially available ChatGPT-3.5 model. They provided descriptions regarding internal structure (radiodensity, loculation), periphery (margin type, cortication), shape, location (bone, side, region, teeth/structures), and effects on adjacent structures (effect, adjacent structure). Diagnostic impressions related to origin, behavior, and nature were also provided. The GPT program was additionally prompted to provide differential diagnoses. Keywords used by the GPT program were compared to those used by the examiners and scored as 0 (incorrect), 0.5 (partially correct), or 1 (correct). Mean score values and standard deviation were calculated for each description. Performance in establishing differential diagnoses was assessed using Rank-1, -2, and - 3. RESULTS: Descriptions of margination, affected bone, and origin received the highest scores: 0.93, 0.93, and 0.87, respectively. Shape, region, teeth/structures, effect, affected region, and nature received considerably lower scores ranging from 0.22 to 0.50. Rank-1, -2, and - 3 demonstrated accuracy in 25%, 57.14%, and 67.85% of cases, respectively. CONCLUSION: The performance of the GPT program in describing and providing differential diagnoses for radiolucent lesions in panoramic radiographs is variable and at this stage limited in its use for clinical application. CLINICAL RELEVANCE: Understanding the potential role of GPT systems as an auxiliary tool in image interpretation is imperative to validate their clinical applicability."
W4392241155,10.3390/languages9030078,Enhancing Language Learners’ Comprehensibility through Automated Analysis of Pause Positions and Syllable Prominence,as an AI language model,2024.0,Psychology,article,"This research paper addresses the challenge of providing effective feedback on spontaneous speech produced by second language (L2) English learners. As the position of pauses and lexical stress is often considered a determinative factor for easy comprehension by listeners, an automated pipeline is introduced to analyze the position of pauses in speech, the lexical stress patterns of polysyllabic content words, and the degree of prosodic contrast between stressed and unstressed syllables, on the basis of F0, intensity, and duration measures. The pipeline is applied to 11 h of spontaneous speech from 176 French students with B1 and B2 proficiency levels. It appeared that B1 students make more pauses within phrases and less pauses between clauses than B2 speakers, with a large diversity among speakers at both proficiency levels. Overall, lexical stress is correctly placed in only 35.4% of instances, with B2 students achieving a significantly higher score (36%) than B1 students (29.6%). However, great variation among speakers is also observed, ranging from 0% to 68% in stress position accuracy. Stress typically falls on the last syllable regardless of the prosodic expectations, with the strong influence of syllable duration. Only proficient speakers show substantial F0 and intensity contrasts."
W4415089370,10.1080/02699931.2025.2568551,Affective connotations according to LLMs: implications for meaning measurement and cultural bias,as an AI language model,2025.0,Social Sciences,article,"The affective connotations of words are central to meaning and important predictors of many social processes. As such, understanding the degree to which commercially-available generative language models (LLMs) replicate human judgements of affective connotations may help better understand human-model interactions. LLMs may also serve as useful tools for researchers seeking affective meaning estimates. We test the ability of three LLMs - GPT-4o, Mistral Large, and Llama 3.1 - to estimate human affective connotation ratings of words representing social identities, behaviours, modifiers, and settings in three language cultures: English (US), French (France), and German (Germany). We find that LLM ratings of terms correlate strongly with human ratings. However, their ratings tend to be overly extreme and patterns of correlations between meaning dimensions only loosely approximate those of human ratings. Consistent with previous findings of English-language and American biases in LLMs, we find that LLMs tend to perform better on English terms, though this pattern varies somewhat by meaning dimension and the type of term in question. We explore how LLMs might contribute to scholarship on affective connotations - by acting as tools for measurement - and how scholarship on affective connotations might contribute to generative language models - by guiding exploration of model biases."
W4401538921,10.1057/s41599-024-03499-z,"FEW questions, many answers: using machine learning to assess how students connect food–energy–water (FEW) concepts",as an AI language model,2024.0,Environmental Science,article,"There is growing support and interest in postsecondary interdisciplinary environmental education, which integrates concepts and disciplines in addition to providing varied perspectives. There is a need to assess student learning in these programs as well as rigorous evaluation of educational practices, especially of complex synthesis concepts. This work tests a text classification machine learning model as a tool to assess student systems thinking capabilities using two questions anchored by the Food-Energy-Water (FEW) Nexus phenomena by answering two questions (1) Can machine learning models be used to identify instructor-determined important concepts in student responses? (2) What do college students know about the interconnections between food, energy, and water, and how have students assimilated systems thinking into their constructed responses about FEW? Reported here is a broad range of model performances across 26 text classification models associated with two different assessment items, with model accuracy ranging from 0.755 to 0.992. Expert-like responses were infrequent in our dataset compared to responses providing simpler, incomplete explanations of the systems presented in the question. For those students moving from describing individual effects to multiple effects, their reasoning about the mechanism behind the system indicates advanced systems thinking ability. Specifically, students exhibit higher expertise in explaining changing water usage than discussing trade-offs for such changing usage. This research represents one of the first attempts to assess the links between foundational, discipline-specific concepts and systems thinking ability. These text classification approaches to scoring student FEW Nexus Constructed Responses (CR) indicate how these approaches can be used, in addition to several future research priorities for interdisciplinary, practice-based education research. Development of further complex question items using machine learning "
W7162772284,10.32388/mrlnys.3,Neurodegeneration as Convergent Three-Pathway Failure: A Unified Framework for Alzheimer’s &amp; Related Dementias,as an AI language model,2026.0,Medicine,preprint,"Alzheimer’s and related dementias are not inevitable consequences of aging. This manuscript proposes that they arise when cumulative stress exceeds the repair capacity of three biological systems critical for maintaining brain health: proteostatic capacity, mitochondrial function, and neuroimmune regulation. Key influences such as genetics, environmental exposures, and health history do not act as determinants; they modify the baseline load borne by these pathways, influencing not only whether it is approaching a threshold, but how quickly it approaches the tipping point. To illustrate how diverse influences accumulate, the analysis maps 17 modifiable factors — extending beyond the 12 identified by the 2020 Lancet Commission — onto the three convergent pathways. This systems view reframes neurodegenerative risk as a dynamic, cumulative process and highlights opportunities for individualized assessment and targeted mitigation strategies long before symptoms emerge."
W7165565369,10.63501/hrm56e02,"Digital PCR versus Quantitative PCR in Diagnostic Pathology: Principles, Clinical Applications, Validation, and Practical Workflow Recommendations — A Comparative Review",as an AI language model,2026.0,Engineering,article,"Polymerase chain reaction (PCR) technologies are foundational to modern diagnostic pathology. Quantitative PCR (qPCR) has long served as the clinical standard for nucleic acid detection and relative quantification, while digital PCR (dPCR) introduces enhanced analytical precision and sensitivity, particularly for low-abundance targets. This comparative review evaluates mechanistic differences, analytical performance, and clinical applications of qPCR and dPCR, with recommendations for validation and workflow optimization in diagnostic laboratories. Structured analysis demonstrates that both technologies occupy complementary roles in precision molecular pathology. Expanded discussion of validation metrics, clinical workflow, and practical recommendations provides a framework for integration of these technologies into modern diagnostic practice."
W7128524272,10.9779/pauefd.1574813,Yazma Becerilerinin Değerlendirilmesinde Yapay Zekâ ve Öğretim Görevlisi Puanlamalarının Karşılaştırılması,as an AI language model,2026.0,Social Sciences,article,"Bu araştırmada, son döneme damgasını vuran yapay zekâ uygulamalarının dil eğitiminde ölçme ve değerlendirme sürecinde kullanımına odaklanılmıştır. Bu amaçla, yabancı dil olarak Türkçe öğrenen A2, B1 ve B2 düzeyindeki öğrencilerin yazma görevleri yabancı dil olarak Türkçe öğretimi alanında görevini sürdüren 25 öğretim görevlisi ve dört yapay zekâ uygulaması tarafından değerlendirilmiştir. Yazma görevleri değerlendirilirken her iki grupta da yazma becerisini değerlendirmeye yönelik geliştirilen dereceli puanlama anahtarı kullanılarak değerlendirmeler yapılmıştır. Puanlamalar ön test ve son test uygulaması olmak üzere iki kez yapılmış, uygulamalar hem kendi içinde hem de uygulamalar arasında olmak üzere karşılaştırılmıştır. Toplanan veriler, betimsel istatistikler ve Genellenebilirlik Kuramı kapsamında SPSS ve EduG programları kullanılarak analiz edilmiştir. Araştırma sonuçlarına göre, öğretim görevlileri değerlendirmelerinde zaman içinde önemli düşüş göstermiştir. Puanlamalarda en büyük varyans kaynağının Birey-Puanlayıcı etkileşimi olması, öğretim görevlilerin katılık-cömertlik ve seviyeye göre puanlama konusunda sorunlar yaşadığını göstermiştir. Yapay zekâ araçları ise tüm düzeylerde ve zaman içinde tutarlı sonuçlar üretmiştir. Varyansın büyük kısmının birey etkisinden kaynaklanması ve puanlayıcı etkisinin olmaması, yapay zekâ uygulamalarının değerlendirmelerde yüksek objektiflik sağladığını ortaya koymuştur. Bu bulgular, yapay zekâ araçlarının dil eğitiminde ölçme ve değerlendirme süreçlerinde potansiyel bir role sahip olduğunu gösterirken, insan değerlendirmesinin esnekliği ve bağlamsal faktörleri dikkate alma yeteneğinin de önemini vurgulamaktadır."
W7119531833,10.1016/j.xplc.2026.101711,Sustainable bioenergy manufacturing in plants,as an AI language model,2026.0,Agricultural and Biological Sciences,article,"Sustainable bioenergy is pivotal to the global transition from fossil fuels to a circular bioeconomy. However, conventional biomass conversion remains hindered by limitations in efficiency, cost, and versatility. This review examines how recent interdisciplinary advances are overcoming these challenges. We survey the convergence of synthetic biology, genomics, artificial intelligence (AI), and chemistry, which together are revitalizing bioenergy production through the engineering of optimized biomass. Key strategies for bioenergy production range from enhancing nutrient efficiency and tailoring lignin content by genomic editing of energy crops to the development of AI-informed smart biorefineries. As an example of this synergy, we present an in-depth case study on autoluminescent plants. This frontier application harnesses the fungal bioluminescence pathway (FBP) to convert photosynthetic energy into visible light emission. The FBP's unique reliance on the endogenous metabolite caffeic acid establishes a transformative platform for sustainable and autonomous biological illumination. An interdisciplinary approach integrating omics, engineering, and agronomy is critical for solving such complex bioengineering challenges and making high-brightness plants a reality. We propose that the next paradigm shift will be driven by generative AI, transitioning research, and development from subject-specific inquiries to a holistic model of multidisciplinary convergence, thereby accelerating the realization of advanced, sustainable plant-based energy production."
W4415658499,10.1063/5.0283450,Data integration and data fusion approaches in self-driving labs: A perspective,as an AI language model,2025.0,Materials Science,article,"Self-driving laboratories (SDLs) are transforming materials discovery by combining automation, machine learning, and real-time feedback. Yet, their success depends on robust data integration and fusion methods capable of handling materials data that are heterogeneous, sparse, and multi-scale. Such data span theoretical models, simulations, and experimental techniques across diverse spatial and temporal scales, creating significant challenges for interoperability and analysis. This perspective reviews the state-of-the-art techniques, including knowledge graphs, structured pipelines, multimodal machine learning, and physics-informed models, that are enabling materials science and SDLs to unify and learn from disparate data sources, identify critical challenges, and propose forward-looking directions to enhance data readiness, interoperability, and predictive power in SDLs. We also highlight emerging methods such as transformer architectures, zero-shot learning, and real-time stream processing, and discuss the critical need for more scalable, interpretable, and adaptive solutions to fully realize autonomous materials innovation. By mapping out both the current landscape and future opportunities, we argue that next-generation data integration and fusion are not just enablers but essential pillars for achieving fully autonomous, adaptive, and intelligent SDL systems capable of addressing the complexities of hierarchical and multifunctional materials."
